;climate-climate;climate-covid;climate-urgency;climate-agency;climate-possibility;climate-health;climate-social;covid-covid;covid-urgency;covid-agency;covid-possibility;covid-health;covid-social;urgency-urgency;urgency-agency;urgency-possibility;urgency-health;urgency-social;agency-agency;agency-possibility;agency-health;agency-social;possibility-possibility;possibility-health;possibility-social;health-health;health-social;social-social
week_13;43,05736636245111;0,1955671447196871;30,573663624511084;59,0612777053455;14,374185136897003;0,1955671447196871;1,1408083441981747;0,0;0,09778357235984356;0,09778357235984356;0,1303780964797914;0,0;0,0;6,127770534550195;18,64406779661017;5,443285528031291;0,1303780964797914;0,35853976531942633;21,316818774445892;13,591916558018251;0,09778357235984356;0,35853976531942633;1,2385919165580181;0,1303780964797914;0,22816166883963493;0,0651890482398957;0,03259452411994785;0,0
week_14;35,08383422967415;1,170515659601392;24,485922176526415;45,143941790572605;16,197405884213858;0,3163555836760519;0,5378044922492882;0,09490667510281556;1,202151217968997;0,5378044922492882;0,22144890857323632;0,06327111673521038;0,03163555836760519;5,188231572287251;15,501423600126543;6,295476115153432;0,2847200253084467;0,15817779183802594;18,506801645049034;12,938943372350522;0,2530844669408415;0,22144890857323632;1,202151217968997;0,03163555836760519;0,15817779183802594;0,03163555836760519;0,06327111673521038;0,0
week_15;26,016581129095933;0,8685353335965259;18,239242005527043;45,04540071061982;11,290959336754835;0,5921831819976312;0,9080142123963679;0,8290564547966837;2,1318594551914725;1,8949861823924201;0,7500986971969996;0,0;0,0;4,540071061981839;16,344255823134624;4,93485984998026;0,03947887879984208;0,35530990919857874;21,752862218712988;11,133043821555468;0,5921831819976312;0,5527043031977892;1,1054086063955784;0,31583103039873667;0,11843663639952626;0,0;0,0;0,03947887879984208
week_16;23,44270090347123;5,373276271992392;17,83166904422254;33,99904897765097;11,412268188302425;0,6181645268663813;0,14265335235378032;3,0908226343319067;7,798383262006657;13,12410841654779;5,183071802187351;0,7608178792201616;0,23775558725630053;4,56490727532097;19,400855920114125;7,322872087494056;0,9034712315739419;0,0951022349025202;17,97432239657632;10,603899191631003;2,187351402757965;0,28530670470756064;1,8069424631478839;0,6181645268663813;0,0475511174512601;0,14265335235378032;0,0951022349025202;0,0
week_17;51,75363558597091;10,735671514114628;36,954662104362704;46,27887082976903;18,391787852865697;0,7271171941830624;0,21385799828913601;2,8229255774165956;9,880239520958083;14,713430282292558;5,132591958939265;1,1548331907613345;0,21385799828913601;8,682634730538922;22,45508982035928;8,126603934987168;1,3259195893926432;0,29940119760479045;16,16766467065868;11,548331907613345;1,924721984602224;0,29940119760479045;1,0265183917878529;0,5132591958939264;0,0427715996578272;0,3849443969204448;0,0855431993156544;0,0
week_18;20,39674465920651;10,834181078331637;18,107833163784335;38,2502543234995;9,511698880976601;0,8646998982706002;0,3051881993896236;4,730417090539166;10,427263479145472;15,717192268565617;4,018311291963377;3,7131230925737535;0,6103763987792472;8,748728382502543;23,75381485249237;5,493387589013224;6,86673448626653;1,2207527975584944;27,263479145473042;9,511698880976601;8,087487283825025;0,8138351983723295;1,119023397761953;0,254323499491353;0,3560528992878942;0,9664292980671414;0,0;0,0
week_19;21,596032461677186;13,615870153291254;17,989179440937782;30,522993688007215;12,84941388638413;5,99639314697926;0,6762849413886384;5,63570784490532;14,96844003606853;26,645626690712355;4,914337240757439;13,165013525698827;0,1352569882777277;7,348963029756537;27,637511271415686;6,898106402164111;9,918845807033364;0,3155996393146979;15,058611361587015;9,69341749323715;17,08746618575293;0,1352569882777277;1,3074842200180343;0,8115419296663661;0,18034265103697023;3,651938683498648;0,045085662759242556;0,045085662759242556
week_20;23,02731411229135;9,711684370257966;20,82701062215478;30,538694992412747;12,974203338391503;1,479514415781487;1,251896813353566;4,400606980273141;7,890743550834597;12,025796661608497;4,893778452200303;2,6176024279210925;0,417298937784522;6,752655538694992;15,629742033383915;7,663125948406677;3,6418816388467374;1,4036418816388467;8,877086494688923;8,118361153262518;3,6418816388467374;1,4036418816388467;1,9347496206373291;0,834597875569044;0,417298937784522;1,1001517450682852;0,34142640364188165;0,0
week_21;34,6039970392302;9,99259807549963;23,390081421169505;33,97483345669875;18,985936343449296;0,9992598075499629;0,5551443375277573;2,3686158401184305;6,550703182827536;7,623982235381199;4,071058475203553;0,8142116950407106;0,6291635825314582;5,699481865284974;13,656550703182827;8,031088082901555;1,3693560325684677;0,5921539600296076;10,80680977054034;10,066617320503331;1,4803849000740192;0,5551443375277573;1,4433752775721687;0,33308660251665434;0,2590673575129534;0,1480384900074019;0,2590673575129534;0,0
week_22;23,77740303541315;10,286677908937605;23,102866779089375;25,08431703204047;16,188870151770658;1,981450252951096;0,8010118043844857;3,204047217537943;8,979763912310288;10,160202360876896;5,059021922428331;0,96964586846543;0,25295109612141653;8,389544688026982;15,134907251264757;9,569983136593592;1,3490725126475547;0,927487352445194;9,443507588532883;10,708263069139965;1,433389544688027;0,8010118043844857;1,6863406408094435;0,25295109612141653;0,5902192242833052;0,16863406408094433;0,08431703204047217;0,042158516020236084
week_23;24,788549121665582;11,158100195185426;29,245283018867923;35,068314899154196;17,33897202342225;1,8217306441119063;1,3012361743656473;3,057905009759271;7,221860767729344;9,824333116460638;3,8386467143786596;1,236174365647365;0,6180871828236825;8,26284970722186;19,77878985035784;10,44242029928432;0,878334417696812;0,5855562784645413;13,40273259596617;10,377358490566039;2,5699414443721533;0,9433962264150944;2,3747560182173064;0,2277163305139883;0,4554326610279766;0,5530253741054001;0,2277163305139883;0,06506180871828238
week_24;29,566854990583803;8,39924670433145;28,0225988700565;37,92843691148776;15,065913370998116;0,9792843691148776;0,8662900188323917;2,862523540489642;6,7419962335216574;8,926553672316384;4,0301318267419965;1,2052730696798493;0,6779661016949152;7,947269303201507;19,661016949152543;7,68361581920904;1,0169491525423728;0,5649717514124294;13,295668549905837;10,508474576271185;1,694915254237288;0,9416195856873822;1,544256120527307;0,6026365348399246;0,15065913370998116;0,22598870056497175;0,15065913370998116;0,03766478342749529
week_25;22,71160474913826;13,672922252010725;27,154346993489085;40,82726924549981;19,532746074301034;0,9191880505553428;1,4170815779394867;3,8682497127537343;11,451551129835313;17,349674454232094;7,162006893910379;0,5361930294906166;1,0723860589812333;8,349291459211031;23,554193795480657;11,911145155112983;0,7276905400229797;0,2297970126388357;19,18805055534278;14,668709306779013;1,1489850631941785;0,8042895442359249;3,293757181156645;0,49789352738414405;0,038299502106472615;0,15319800842589046;0,038299502106472615;0,0
week_26;23,291666666666664;9,375;24,833333333333332;33,416666666666664;13,375;0,7916666666666667;1,0;2,375;7,041666666666667;9,541666666666666;4,125;0,4583333333333333;0,16666666666666669;5,666666666666666;16,833333333333332;7,916666666666666;1,1666666666666667;0,2916666666666667;14,833333333333334;11,041666666666666;1,5416666666666667;0,5416666666666667;2,2083333333333335;0,2916666666666667;0,375;0,2916666666666667;0,0;0,0
week_27;39,721485411140584;20,954907161803714;37,201591511936336;54,57559681697612;19,960212201591514;2,3872679045092835;1,8567639257294428;5,305039787798409;13,59416445623342;21,220159151193634;7,029177718832891;0,1326259946949602;1,1936339522546418;8,488063660477453;26,25994694960212;10,477453580901857;0,7294429708222812;0,7294429708222812;19,29708222811671;14,456233421750664;1,5915119363395225;0,9283819628647214;2,7188328912466844;0,3978779840848806;1,5251989389920424;0,1326259946949602;0,1326259946949602;0,0
