;word;frequency_precrisis;percent_precrisis;frequency_crisis;percent_crisis
58;hospitalization;1.0;0.0006556173292772474;1.0;0.00017239031235400697
59;exposefakeclinic;1.0;0.0006556173292772474;2.0;0.00034478062470801393
60;goboldonhealthcare;1.0;0.0006556173292772474;0.0;0.0
61;medically;1.0;0.0006556173292772474;4.0;0.0006895612494160279
62;planned;1.0;0.0006556173292772474;8.0;0.0013791224988320557
63;sick_leave;1.0;0.0006556173292772474;47.0;0.008102344680638328
64;healthjustice;1.0;0.0006556173292772474;4.0;0.0006895612494160279
65;healthjusticenow;1.0;0.0006556173292772474;1.0;0.00017239031235400697
66;patientright;1.0;0.0006556173292772474;0.0;0.0
67;disabilityrights;1.0;0.0006556173292772474;0.0;0.0
68;unitedhealth;1.0;0.0006556173292772474;0.0;0.0
69;insurancehorrorstory;1.0;0.0006556173292772474;0.0;0.0
70;newyorkhealthact;1.0;0.0006556173292772474;1.0;0.00017239031235400697
71;pharmacology;1.0;0.0006556173292772474;0.0;0.0
72;medical_supply;0.0;0.0;33.0;0.00568888030768223
73;freethemall_publichealth;0.0;0.0;30.0;0.005171709370620208
74;givemeppe;0.0;0.0;19.0;0.0032754159347261323
75;paidsickleave;0.0;0.0;17.0;0.002930635310018118
76;getusppe;0.0;0.0;17.0;0.002930635310018118
77;respiratory;0.0;0.0;14.0;0.002413464372956097
78;sickness;0.0;0.0;8.0;0.0013791224988320557
79;pharmacy;0.0;0.0;8.0;0.0013791224988320557
80;healthcareforall;0.0;0.0;8.0;0.0013791224988320557
81;medicareforallnow;0.0;0.0;7.0;0.0012067321864780486
82;abortionisessential;0.0;0.0;6.0;0.0010343418741240416
83;universalhealthcare;0.0;0.0;5.0;0.0008619515617700348
84;peteshealthtax;0.0;0.0;4.0;0.0006895612494160279
85;fundabortionbuildpower;0.0;0.0;4.0;0.0006895612494160279
86;pharmac;0.0;0.0;4.0;0.0006895612494160279
87;psychiatric;0.0;0.0;4.0;0.0006895612494160279
88;telemedicine;0.0;0.0;4.0;0.0006895612494160279
89;myrightmydecision;0.0;0.0;3.0;0.0005171709370620208
90;healthcar;0.0;0.0;3.0;0.0005171709370620208
91;healthc;0.0;0.0;3.0;0.0005171709370620208
92;earnedsickleave;0.0;0.0;3.0;0.0005171709370620208
93;ourpatientsdeservebetter;0.0;0.0;3.0;0.0005171709370620208
94;nomedicaidcut;0.0;0.0;3.0;0.0005171709370620208
95;freethemallforpublichealth;0.0;0.0;3.0;0.0005171709370620208
96;disabilities;0.0;0.0;3.0;0.0005171709370620208
97;autoimmune;0.0;0.0;3.0;0.0005171709370620208
98;recoveryforall;0.0;0.0;3.0;0.0005171709370620208
99;healthcareemergencyguaranteeact;0.0;0.0;3.0;0.0005171709370620208
100;supportnurse;0.0;0.0;3.0;0.0005171709370620208
101;healthcareisahumanright;0.0;0.0;2.0;0.00034478062470801393
102;heathcare;0.0;0.0;2.0;0.00034478062470801393
103;healthfair;0.0;0.0;2.0;0.00034478062470801393
104;medicaidexpansion;0.0;0.0;2.0;0.00034478062470801393
105;tuberculosis;0.0;0.0;2.0;0.00034478062470801393
106;healthnoteviction;0.0;0.0;2.0;0.00034478062470801393
107;nationalizeourhospital;0.0;0.0;2.0;0.00034478062470801393
108;telehealth;0.0;0.0;2.0;0.00034478062470801393
109;protectmedicaid;0.0;0.0;2.0;0.00034478062470801393
110;medicareforyall;0.0;0.0;2.0;0.00034478062470801393
111;ppeforall;0.0;0.0;2.0;0.00034478062470801393
112;fundabortionbuildpowercelebratesolidarity;0.0;0.0;2.0;0.00034478062470801393
113;disablednotdisposable;0.0;0.0;2.0;0.00034478062470801393
114;ridetorecovery;0.0;0.0;2.0;0.00034478062470801393
115;thankyounurse;0.0;0.0;2.0;0.00034478062470801393
116;healthcareemergencyguarantee;0.0;0.0;2.0;0.00034478062470801393
117;healthcareemergencyguara;0.0;0.0;2.0;0.00034478062470801393
118;abortionisawomansright;0.0;0.0;1.0;0.00017239031235400697
119;chicagolovesmedicareforall;0.0;0.0;1.0;0.00017239031235400697
120;blackhealthcoalitionofwi;0.0;0.0;1.0;0.00017239031235400697
121;healthpolicyvalentine;0.0;0.0;1.0;0.00017239031235400697
122;universalh;0.0;0.0;1.0;0.00017239031235400697
123;yestolousafety;0.0;0.0;1.0;0.00017239031235400697
124;abortionisahumanright;0.0;0.0;1.0;0.00017239031235400697
125;abortioncareishealthcare;0.0;0.0;1.0;0.00017239031235400697
126;bidendoesntsupportmedicareforall;0.0;0.0;1.0;0.00017239031235400697
127;undermedicate;0.0;0.0;1.0;0.00017239031235400697
128;healthyhome;0.0;0.0;1.0;0.00017239031235400697
129;masshealth;0.0;0.0;1.0;0.00017239031235400697
130;joebidendoesntsupportmedicareforall;0.0;0.0;1.0;0.00017239031235400697
131;curing;0.0;0.0;1.0;0.00017239031235400697
132;disabilitie;0.0;0.0;1.0;0.00017239031235400697
133;sickpayforall;0.0;0.0;1.0;0.00017239031235400697
134;healthinsurance;0.0;0.0;1.0;0.00017239031235400697
135;healthierjc;0.0;0.0;1.0;0.00017239031235400697
136;expandmedicaid;0.0;0.0;1.0;0.00017239031235400697
137;medcaid;0.0;0.0;1.0;0.00017239031235400697
138;healthnothandcuff;0.0;0.0;1.0;0.00017239031235400697
139;healthcareheroe;0.0;0.0;1.0;0.00017239031235400697
140;unitedhealthcare;0.0;0.0;1.0;0.00017239031235400697
141;medicalbrigades;0.0;0.0;1.0;0.00017239031235400697
142;alamedahealthsystem;0.0;0.0;1.0;0.00017239031235400697
143;ruralhealthcare;0.0;0.0;1.0;0.00017239031235400697
144;medicat;0.0;0.0;1.0;0.00017239031235400697
145;helathcare;0.0;0.0;1.0;0.00017239031235400697
146;pharmacie;0.0;0.0;1.0;0.00017239031235400697
147;workersoverendowment;0.0;0.0;1.0;0.00017239031235400697
148;thisthingtheycallrecovery;0.0;0.0;1.0;0.00017239031235400697
149;ourpatientsdeservebett;0.0;0.0;1.0;0.00017239031235400697
150;abortionfund;0.0;0.0;1.0;0.00017239031235400697
151;righttorecov;0.0;0.0;1.0;0.00017239031235400697
152;nationalnursesweek;0.0;0.0;1.0;0.00017239031235400697
153;medicarefor;0.0;0.0;1.0;0.00017239031235400697
154;emergencyhealthcareguaranteeact;0.0;0.0;1.0;0.00017239031235400697
155;chemotherapy;0.0;0.0;1.0;0.00017239031235400697
156;healthcarenotwarfare;0.0;0.0;1.0;0.00017239031235400697
Total;medicare_allhealthcarehealth_carehealth_insurancehealthuniversalinsurancehealthcare_systemdoctormedicalreproductive_rightdisabilityinsurance_companypatientuniversal_healthcaremedicarepharmamedicineabortion_accessmedical_debtmental_healthhealthymedicaidreproductive_freedompassnyhealthmedicationillnesspreventionabortionondemandwithoutapologyhealthcaabortionismedicamedicarpublic_healthdiseasediabeticpregnancymedicarefonyhealthactpay_sicksinglepayernowlifesavecut_medicaidobamacareuninsuredmedicuntreatedhealthcareworkinggrouphealthjusricedehydrationmentalhealthmattermedicarefprovidencepatientsbeforeprofitabortionishealthcarehospitalizemedicareforachronichospitalizationexposefakeclinicgoboldonhealthcaremedicallyplannedsick_leavehealthjusticehealthjusticenowpatientrightdisabilityrightsunitedhealthinsurancehorrorstorynewyorkhealthactpharmacologymedical_supplyfreethemall_publichealthgivemeppepaidsickleavegetuspperespiratorysicknesspharmacyhealthcareforallmedicareforallnowabortionisessentialuniversalhealthcarepeteshealthtaxfundabortionbuildpowerpharmacpsychiatrictelemedicinemyrightmydecisionhealthcarhealthcearnedsickleaveourpatientsdeservebetternomedicaidcutfreethemallforpublichealthdisabilitiesautoimmunerecoveryforallhealthcareemergencyguaranteeactsupportnursehealthcareisahumanrightheathcarehealthfairmedicaidexpansiontuberculosishealthnotevictionnationalizeourhospitaltelehealthprotectmedicaidmedicareforyallppeforallfundabortionbuildpowercelebratesolidaritydisablednotdisposableridetorecoverythankyounursehealthcareemergencyguaranteehealthcareemergencyguaraabortionisawomansrightchicagolovesmedicareforallblackhealthcoalitionofwihealthpolicyvalentineuniversalhyestolousafetyabortionisahumanrightabortioncareishealthcarebidendoesntsupportmedicareforallundermedicatehealthyhomemasshealthjoebidendoesntsupportmedicareforallcuringdisabilitiesickpayforallhealthinsurancehealthierjcexpandmedicaidmedcaidhealthnothandcuffhealthcareheroeunitedhealthcaremedicalbrigadesalamedahealthsystemruralhealthcaremedicathelathcarepharmacieworkersoverendowmentthisthingtheycallrecoveryourpatientsdeservebettabortionfundrighttorecovnationalnursesweekmedicareforemergencyhealthcareguaranteeactchemotherapyhealthcarenotwarfare;1162.0;0.7618273366201613;6270.0;1.0808872584596263
