;word;df_precrisis;pecent_rdf_precrisis;df_crisis;pecent_rdf_crisis
40;non_essential;0;0.0;32;0.0392883890532726
41;dontbargainwithourlive;32;0.0392883890532726;0;0.0
42;socially_distance;0;0.0;27;0.033149578263698756
43;coronaviruspandemic;0;0.0;26;0.03192181610578399
44;essentialwork;0;0.0;24;0.02946629178995445
45;essentialworker;0;0.0;23;0.028238529632039683
46;immunocompromise;0;0.0;20;0.024555243158295374
47;nocovidcapitalism;0;0.0;19;0.023327481000380606
48;coronaviruscapitalism;0;0.0;15;0.01841643236872153
49;cutcovidnotcuny;0;0.0;14;0.01718867021080676
50;pandemi;0;0.0;11;0.013505383737062455
51;stayhome;0;0.0;11;0.013505383737062455
52;immune;0;0.0;10;0.012277621579147687
53;nobigoilbailout;0;0.0;10;0.012277621579147687
54;epidemiologist;0;0.0;9;0.011049859421232919
55;stayathome;0;0.0;9;0.011049859421232919
56;coronav;0;0.0;8;0.00982209726331815
57;cov;0;0.0;8;0.00982209726331815
58;covi;0;0.0;8;0.00982209726331815
59;cuomoscovid;0;0.0;8;0.00982209726331815
60;sanitize;0;0.0;8;0.00982209726331815
61;antiviral;0;0.0;7;0.00859433510540338
62;handwashing;0;0.0;6;0.007366572947488613
63;hygienic;0;0.0;7;0.00859433510540338
64;influenza;0;0.0;7;0.00859433510540338
65;pande;0;0.0;7;0.00859433510540338
66;pneumonia;0;0.0;7;0.00859433510540338
67;quarantining;0;0.0;7;0.00859433510540338
68;rehabilitation;0;0.0;7;0.00859433510540338
69;sanitizer;0;0.0;7;0.00859433510540338
70;coronavirusoutbreak;0;0.0;6;0.007366572947488613
71;decarceratecovid;0;0.0;6;0.007366572947488613
72;essentialworkersday;0;0.0;6;0.007366572947488613
73;nonessential;0;0.0;6;0.007366572947488613
74;socialdistance;0;0.0;6;0.007366572947488613
75;coronaoutbreak;0;0.0;5;0.0061388107895738436
76;coronavi;0;0.0;5;0.0061388107895738436
77;coronavirusupdate;0;0.0;5;0.0061388107895738436
78;nyumakesussick;0;0.0;5;0.0061388107895738436
79;pandem;0;0.0;5;0.0061388107895738436
80;socialistdistancing;0;0.0;5;0.0061388107895738436
81;antidote;1;0.0012277621579147688;3;0.0036832864737443064
82;coronacrisis;0;0.0;4;0.004911048631659075
83;coronovirus;0;0.0;4;0.004911048631659075
84;flattenthecurve;0;0.0;4;0.004911048631659075
85;iamessential;0;0.0;4;0.004911048631659075
86;notdyingforwallstreet;0;0.0;4;0.004911048631659075
87;nyucanaffordit;0;0.0;4;0.004911048631659075
88;positive_covid;0;0.0;4;0.004911048631659075
89;postponetheprimarie;0;0.0;4;0.004911048631659075
90;ppeoverprofit;0;0.0;4;0.004911048631659075
91;protectessentialworker;0;0.0;4;0.004911048631659075
92;symptomatic;0;0.0;4;0.004911048631659075
93;canceleverythe;0;0.0;3;0.0036832864737443064
94;coronastrike;0;0.0;3;0.0036832864737443064
95;coronaviru;0;0.0;3;0.0036832864737443064
96;coronaviruscrisis;0;0.0;3;0.0036832864737443064
97;dieforthedow;0;0.0;3;0.0036832864737443064
98;endcovid;0;0.0;3;0.0036832864737443064
99;endcovidsanctions;0;0.0;3;0.0036832864737443064
100;immigrantsareessential;0;0.0;3;0.0036832864737443064
101;immunocompromised;0;0.0;3;0.0036832864737443064
102;lvdsafightsback;0;0.0;3;0.0036832864737443064
103;respirator;0;0.0;3;0.0036832864737443064
104;shutdownmass;0;0.0;3;0.0036832864737443064
105;strikeforourlive;0;0.0;3;0.0036832864737443064
106;whichsideareyouon;0;0.0;3;0.0036832864737443064
107;coronaaid;0;0.0;2;0.0024555243158295376
108;coronapandemic;0;0.0;2;0.0024555243158295376
109;coronapocalypse;0;0.0;2;0.0024555243158295376
110;coughing;0;0.0;2;0.0024555243158295376
111;covidcrisis;0;0.0;2;0.0024555243158295376
112;essentialnotexpendable;0;0.0;2;0.0024555243158295376
113;essentialworke;0;0.0;2;0.0024555243158295376
114;flprisonscovid;0;0.0;2;0.0024555243158295376
115;immunization;0;0.0;2;0.0024555243158295376
116;immunosuppresse;0;0.0;2;0.0024555243158295376
117;justcovidresponse;0;0.0;2;0.0024555243158295376
118;micovid;0;0.0;2;0.0024555243158295376
119;nnjcoronanews;0;0.0;2;0.0024555243158295376
120;pandemia;0;0.0;2;0.0024555243158295376
121;quarantined;0;0.0;2;0.0024555243158295376
122;staysafestayhome;0;0.0;2;0.0024555243158295376
123;unessential;0;0.0;2;0.0024555243158295376
124;wearetheshutdown;0;0.0;2;0.0024555243158295376
125;capitalismisthepandemic;0;0.0;1;0.0012277621579147688
126;caronavirusoutbreak;0;0.0;1;0.0012277621579147688
127;chornically;0;0.0;1;0.0012277621579147688
128;coron;0;0.0;1;0.0012277621579147688
129;coronabux;0;0.0;1;0.0012277621579147688
130;coronapandem;0;0.0;1;0.0012277621579147688
131;coronapocolypse;0;0.0;1;0.0012277621579147688
132;coronavir;0;0.0;1;0.0012277621579147688
133;coronavirusillinois;0;0.0;1;0.0012277621579147688
134;coronaviruslockdown;0;0.0;1;0.0012277621579147688
135;coronavirusoutbreakindia;0;0.0;1;0.0012277621579147688
136;coronoavirus;0;0.0;1;0.0012277621579147688
137;covidactnow;0;0.0;1;0.0012277621579147688
138;covidien;0;0.0;1;0.0012277621579147688
139;covidiot;0;0.0;1;0.0012277621579147688
140;covidrelief;0;0.0;1;0.0012277621579147688
141;cuomoscovidcrisis;0;0.0;1;0.0012277621579147688
142;cvillecovidcare;0;0.0;1;0.0012277621579147688
143;disinfected;0;0.0;1;0.0012277621579147688
144;disinfection;0;0.0;1;0.0012277621579147688
145;endcovidsanctio;0;0.0;1;0.0012277621579147688
146;epdimolgist;0;0.0;1;0.0012277621579147688
147;epidemi;0;0.0;1;0.0012277621579147688
148;epidemiology;0;0.0;1;0.0012277621579147688
149;essentialbutexclude;0;0.0;1;0.0012277621579147688
150;fightcovidnotvenezuela;0;0.0;1;0.0012277621579147688
151;flatteningthecurve;0;0.0;1;0.0012277621579147688
152;frontlineworker;0;0.0;1;0.0012277621579147688
153;frotnline;0;0.0;1;0.0012277621579147688
154;fuckcovid;0;0.0;1;0.0012277621579147688
155;healthworkersdefendnc;0;0.0;1;0.0012277621579147688
156;healthyathome;0;0.0;1;0.0012277621579147688
157;helpnotdeath;0;0.0;1;0.0012277621579147688
158;hydroxychloroquine;0;0.0;1;0.0012277621579147688
159;immunocomp;0;0.0;1;0.0012277621579147688
160;immunocomprimise;0;0.0;1;0.0012277621579147688
161;lockdownextension;0;0.0;1;0.0012277621579147688
162;marylandcoronavirus;0;0.0;1;0.0012277621579147688
163;mkemutualaidcovid;0;0.0;1;0.0012277621579147688
164;mycovidstory;0;0.0;1;0.0012277621579147688
165;nonessentia;0;0.0;1;0.0012277621579147688
166;ourlivesovertheirprofit;0;0.0;1;0.0012277621579147688
167;pandemicin;0;0.0;1;0.0012277621579147688
168;physicaldistance;0;0.0;1;0.0012277621579147688
169;prisonpandemic;0;0.0;1;0.0012277621579147688
170;protectallworkers;0;0.0;1;0.0012277621579147688
171;quaran;0;0.0;1;0.0012277621579147688
172;quarantineandchill;0;0.0;1;0.0012277621579147688
173;quarantinelivestream;0;0.0;1;0.0012277621579147688
174;quarantstream;0;0.0;1;0.0012277621579147688
175;saferathome;0;0.0;1;0.0012277621579147688
176;saferathometogether;0;0.0;1;0.0012277621579147688
177;sanctionski;0;0.0;1;0.0012277621579147688
178;sandersonfarmscovid;0;0.0;1;0.0012277621579147688
179;sickoutnyu;0;0.0;1;0.0012277621579147688
180;socialdistanac;0;0.0;1;0.0012277621579147688
181;socialdistancing;0;0.0;1;0.0012277621579147688
182;staythefhome;0;0.0;1;0.0012277621579147688
183;stlcovidaid;0;0.0;1;0.0012277621579147688
184;stopthespread;0;0.0;1;0.0012277621579147688
185;ucsfmaskdrive;0;0.0;1;0.0012277621579147688
186;unsanitized;0;0.0;1;0.0012277621579147688
187;wernotdisposable;0;0.0;1;0.0012277621579147688
188;workfromhome;0;0.0;1;0.0012277621579147688
