;word;frequency_precrisis;percent_precrisis;frequency_crisis;percent_crisis
33;climat;4.0;0.0026224693171089898;5.0;0.0008619515617700348
34;vegan;4.0;0.0026224693171089898;9.0;0.0015515128111860624
35;unsustainable;4.0;0.0026224693171089898;7.0;0.0012067321864780486
36;exxonmobil;3.0;0.001966851987831742;2.0;0.00034478062470801393
37;ecofascism;3.0;0.001966851987831742;19.0;0.0032754159347261323
38;new_deal;3.0;0.001966851987831742;28.0;0.004826928745912194
39;greennewd;3.0;0.001966851987831742;3.0;0.0005171709370620208
40;climatecrisis;3.0;0.001966851987831742;12.0;0.0020686837482480833
41;exxonknew;3.0;0.001966851987831742;1.0;0.00017239031235400697
42;vegetarian;2.0;0.0013112346585544949;3.0;0.0005171709370620208
43;earth_day;2.0;0.0013112346585544949;58.0;0.009998638116532404
44;ecosoc;2.0;0.0013112346585544949;6.0;0.0010343418741240416
45;clima;2.0;0.0013112346585544949;3.0;0.0005171709370620208
46;fridaysforfuture;2.0;0.0013112346585544949;0.0;0.0
47;oil_gas;2.0;0.0013112346585544949;30.0;0.005171709370620208
48;greennewdealva;2.0;0.0013112346585544949;0.0;0.0
49;climateactionnow;1.0;0.0006556173292772474;1.0;0.00017239031235400697
50;climateact;1.0;0.0006556173292772474;0.0;0.0
51;climateelection;1.0;0.0006556173292772474;0.0;0.0
52;gogreenvotere;1.0;0.0006556173292772474;0.0;0.0
53;climatic;1.0;0.0006556173292772474;0.0;0.0
54;ecoapartheid;1.0;0.0006556173292772474;0.0;0.0
55;deforestation;1.0;0.0006556173292772474;4.0;0.0006895612494160279
56;renewableheatnow;1.0;0.0006556173292772474;2.0;0.00034478062470801393
57;greenpeace;1.0;0.0006556173292772474;5.0;0.0008619515617700348
58;environmentalist;1.0;0.0006556173292772474;14.0;0.002413464372956097
59;systemchangenotclimatechange;1.0;0.0006556173292772474;1.0;0.00017239031235400697
60;environmentaljustice;1.0;0.0006556173292772474;2.0;0.00034478062470801393
61;ecofasci;1.0;0.0006556173292772474;0.0;0.0
62;greenjobs;1.0;0.0006556173292772474;0.0;0.0
63;sunrisemovement;1.0;0.0006556173292772474;0.0;0.0
64;climateactivist;1.0;0.0006556173292772474;0.0;0.0
65;earthday;0.0;0.0;59.0;0.01017102842888641
66;fuel_industry;0.0;0.0;25.0;0.004309757808850174
67;greenstimulus;0.0;0.0;19.0;0.0032754159347261323
68;greenwashe;0.0;0.0;9.0;0.0015515128111860624
69;ecosystem;0.0;0.0;8.0;0.0013791224988320557
70;nonbkpipeline;0.0;0.0;8.0;0.0013791224988320557
71;dallasclimateaction;0.0;0.0;8.0;0.0013791224988320557
72;climatechange;0.0;0.0;7.0;0.0012067321864780486
73;nofossilfuelbailout;0.0;0.0;6.0;0.0010343418741240416
74;ecofascist;0.0;0.0;5.0;0.0008619515617700348
75;agroecology;0.0;0.0;5.0;0.0008619515617700348
76;environmentalism;0.0;0.0;5.0;0.0008619515617700348
77;stopthewilliamspipeline;0.0;0.0;5.0;0.0008619515617700348
78;makethempay;0.0;0.0;5.0;0.0008619515617700348
79;greenn;0.0;0.0;3.0;0.0005171709370620208
80;greenwashing;0.0;0.0;3.0;0.0005171709370620208
81;decarbonized;0.0;0.0;3.0;0.0005171709370620208
82;dallasclimatea;0.0;0.0;3.0;0.0005171709370620208
83;countdowntokeepmisafe;0.0;0.0;3.0;0.0005171709370620208
84;nopipeline;0.0;0.0;2.0;0.00034478062470801393
85;ecologically;0.0;0.0;2.0;0.00034478062470801393
86;climateaction;0.0;0.0;2.0;0.00034478062470801393
87;greennewde;0.0;0.0;2.0;0.00034478062470801393
88;greennewdealnow;0.0;0.0;2.0;0.00034478062470801393
89;dallaspeoplesclimateaction;0.0;0.0;2.0;0.00034478062470801393
90;socialecology;0.0;0.0;1.0;0.00017239031235400697
91;orclimateaction;0.0;0.0;1.0;0.00017239031235400697
92;gettheleadoutcoalition;0.0;0.0;1.0;0.00017239031235400697
93;climactic;0.0;0.0;1.0;0.00017239031235400697
94;environmentaljustic;0.0;0.0;1.0;0.00017239031235400697
95;greennewdea;0.0;0.0;1.0;0.00017239031235400697
96;protecttheepa;0.0;0.0;1.0;0.00017239031235400697
97;climatehero;0.0;0.0;1.0;0.00017239031235400697
98;pipelineprotestor;0.0;0.0;1.0;0.00017239031235400697
99;keepitintheground;0.0;0.0;1.0;0.00017239031235400697
100;voteclimate;0.0;0.0;1.0;0.00017239031235400697
101;climatecha;0.0;0.0;1.0;0.00017239031235400697
102;thefutureisapublicgood;0.0;0.0;1.0;0.00017239031235400697
103;ecomodernism;0.0;0.0;1.0;0.00017239031235400697
104;renewableenergy;0.0;0.0;1.0;0.00017239031235400697
105;greenstimulu;0.0;0.0;1.0;0.00017239031235400697
106;greenjobsnocut;0.0;0.0;1.0;0.00017239031235400697
107;earthmonth;0.0;0.0;1.0;0.00017239031235400697
108;fossilfreeum;0.0;0.0;1.0;0.00017239031235400697
109;capitalismvstheclimate;0.0;0.0;1.0;0.00017239031235400697
110;greennewdealsd;0.0;0.0;1.0;0.00017239031235400697
111;rainforest;0.0;0.0;1.0;0.00017239031235400697
112;defundclimatechange;0.0;0.0;1.0;0.00017239031235400697
113;dallaspeoplesclimateplan;0.0;0.0;1.0;0.00017239031235400697
114;dallasclimateac;0.0;0.0;1.0;0.00017239031235400697
115;mygreendream;0.0;0.0;1.0;0.00017239031235400697
116;dallasclimateplan;0.0;0.0;1.0;0.00017239031235400697
117;greennewtva;0.0;0.0;1.0;0.00017239031235400697
Total;climategreennewdealgreen_newclimate_changefossil_fuelenergyclimate_crisisgreenplanetecosocialistenvironmentalearthecosocialismcarbonsave_planetclimatestrikeemissionenvironmental_justiceclimateemergencysustainablefossilgreennewnatural_gasrenewable_energydecarbonisedecarbonizeecologyclimatebannerecologicalfracke_gasenergydemocracysustainabilityclimatejusticeclimatveganunsustainableexxonmobilecofascismnew_dealgreennewdclimatecrisisexxonknewvegetarianearth_dayecosocclimafridaysforfutureoil_gasgreennewdealvaclimateactionnowclimateactclimateelectiongogreenvotereclimaticecoapartheiddeforestationrenewableheatnowgreenpeaceenvironmentalistsystemchangenotclimatechangeenvironmentaljusticeecofascigreenjobssunrisemovementclimateactivistearthdayfuel_industrygreenstimulusgreenwasheecosystemnonbkpipelinedallasclimateactionclimatechangenofossilfuelbailoutecofascistagroecologyenvironmentalismstopthewilliamspipelinemakethempaygreenngreenwashingdecarbonizeddallasclimateacountdowntokeepmisafenopipelineecologicallyclimateactiongreennewdegreennewdealnowdallaspeoplesclimateactionsocialecologyorclimateactiongettheleadoutcoalitionclimacticenvironmentaljusticgreennewdeaprotecttheepaclimateheropipelineprotestorkeepitinthegroundvoteclimateclimatechathefutureisapublicgoodecomodernismrenewableenergygreenstimulugreenjobsnocutearthmonthfossilfreeumcapitalismvstheclimategreennewdealsdrainforestdefundclimatechangedallaspeoplesclimateplandallasclimateacmygreendreamdallasclimateplangreennewtva;1437.0;0.9421221021714042;3835.0;0.661116847877618
