;word;frequency_precrisis;percent_precrisis;frequency_crisis;percent_crisis
69;rental;5.0;0.003278086646386237;36.0;0.00620605124474425
70;workforce;5.0;0.003278086646386237;23.0;0.00396497718414216
71;decommodify;4.0;0.0026224693171089898;18.0;0.003103025622372125
72;unionsforall;4.0;0.0026224693171089898;11.0;0.0018962934358940765
73;rentstrike;3.0;0.001966851987831742;83.0;0.014308395925382578
74;bailout;3.0;0.001966851987831742;171.0;0.029478743412535188
75;unionization;3.0;0.001966851987831742;9.0;0.0015515128111860624
76;overtime;3.0;0.001966851987831742;11.0;0.0018962934358940765
77;foreclosure;3.0;0.001966851987831742;39.0;0.006723222181806271
78;realrentcontrolnow;3.0;0.001966851987831742;0.0;0.0
79;low_wage;3.0;0.001966851987831742;36.0;0.00620605124474425
80;evictio;3.0;0.001966851987831742;1.0;0.00017239031235400697
81;manufacturer;3.0;0.001966851987831742;12.0;0.0020686837482480833
82;accessibility;3.0;0.001966851987831742;14.0;0.002413464372956097
83;endcashbail;3.0;0.001966851987831742;5.0;0.0008619515617700348
84;stopthesweep;3.0;0.001966851987831742;0.0;0.0
85;houselessness;3.0;0.001966851987831742;1.0;0.00017239031235400697
86;unemployment;2.0;0.0013112346585544949;216.0;0.0372363074684655
87;unemployed;2.0;0.0013112346585544949;69.0;0.01189493155242648
88;savemomshouse;2.0;0.0013112346585544949;0.0;0.0
89;tenantpower;2.0;0.0013112346585544949;3.0;0.0005171709370620208
90;rentcontro;2.0;0.0013112346585544949;0.0;0.0
91;debtor;2.0;0.0013112346585544949;6.0;0.0010343418741240416
92;cut_social;2.0;0.0013112346585544949;56.0;0.009653857491824389
93;redistribution;2.0;0.0013112346585544949;17.0;0.002930635310018118
94;universalrentcontrol;2.0;0.0013112346585544949;0.0;0.0
95;organizethesouth;2.0;0.0013112346585544949;14.0;0.002413464372956097
96;nochristmaseviction;2.0;0.0013112346585544949;0.0;0.0
97;cuomoshousingcrisis;2.0;0.0013112346585544949;0.0;0.0
98;stopthesweeps;2.0;0.0013112346585544949;1.0;0.00017239031235400697
99;economic_crisis;2.0;0.0013112346585544949;63.0;0.010860589678302439
100;homeles;2.0;0.0013112346585544949;0.0;0.0
101;unpropertied;1.0;0.0006556173292772474;0.0;0.0
102;survivorrightsworkerright;1.0;0.0006556173292772474;0.0;0.0
103;livingwage;1.0;0.0006556173292772474;0.0;0.0
104;homesnothandcuff;1.0;0.0006556173292772474;0.0;0.0
105;housingjusticeforall;1.0;0.0006556173292772474;1.0;0.00017239031235400697
106;unskilled;1.0;0.0006556173292772474;14.0;0.002413464372956097
107;homelessmemorialday;1.0;0.0006556173292772474;0.0;0.0
108;economicjustice;1.0;0.0006556173292772474;0.0;0.0
109;cancelstudentdebt;1.0;0.0006556173292772474;18.0;0.003103025622372125
110;underprivileged;1.0;0.0006556173292772474;0.0;0.0
111;solidarityeconomy;1.0;0.0006556173292772474;1.0;0.00017239031235400697
112;economicdemocracy;1.0;0.0006556173292772474;1.0;0.00017239031235400697
113;eviction_moratorium;1.0;0.0006556173292772474;96.0;0.016549469985984666
114;peoplenotprofit;1.0;0.0006556173292772474;2.0;0.00034478062470801393
115;stopwagetheft;1.0;0.0006556173292772474;0.0;0.0
116;servicesnotsweep;1.0;0.0006556173292772474;7.0;0.0012067321864780486
117;small_business;1.0;0.0006556173292772474;45.0;0.007757564055930312
118;socialsecurity;1.0;0.0006556173292772474;9.0;0.0015515128111860624
119;billionaire_exist;1.0;0.0006556173292772474;38.0;0.0065508318694522645
120;realrentcontrol;1.0;0.0006556173292772474;0.0;0.0
121;noeviction;1.0;0.0006556173292772474;2.0;0.00034478062470801393
122;safety_net;1.0;0.0006556173292772474;47.0;0.008102344680638328
123;evictthespeculators;1.0;0.0006556173292772474;0.0;0.0
124;poorpeoplescampaign;1.0;0.0006556173292772474;7.0;0.0012067321864780486
125;tuitionfreecollege;1.0;0.0006556173292772474;0.0;0.0
126;nursing_home;1.0;0.0006556173292772474;26.0;0.004482148121204181
127;minimumwage;1.0;0.0006556173292772474;0.0;0.0
128;unemploymentrate;1.0;0.0006556173292772474;0.0;0.0
129;evictthespeculator;1.0;0.0006556173292772474;1.0;0.00017239031235400697
130;uninsure;1.0;0.0006556173292772474;11.0;0.0018962934358940765
131;underinsure;1.0;0.0006556173292772474;13.0;0.0022410740606020906
132;affordablehouse;1.0;0.0006556173292772474;2.0;0.00034478062470801393
133;solutionsnotsweeps;1.0;0.0006556173292772474;4.0;0.0006895612494160279
134;abolishlandlords;1.0;0.0006556173292772474;2.0;0.00034478062470801393
135;cancelrent;0.0;0.0;572.0;0.09860725866649198
136;cancel_rent;0.0;0.0;190.0;0.03275415934726132
137;hazard_pay;0.0;0.0;134.0;0.023100301855436933
138;stimulus;0.0;0.0;117.0;0.020169666545418814
139;rent_mortgage;0.0;0.0;111.0;0.019135324671294772
140;moratorium_eviction;0.0;0.0;95.0;0.01637707967363066
141;rent_freeze;0.0;0.0;87.0;0.014997957174798604
142;suspend_rent;0.0;0.0;63.0;0.010860589678302439
143;mortgage_payment;0.0;0.0;53.0;0.00913668655476237
144;rentfreezenow;0.0;0.0;49.0;0.008447125305346342
145;relief_fund;0.0;0.0;47.0;0.008102344680638328
146;eviction_foreclosure;0.0;0.0;44.0;0.007585173743576306
147;peoplesbailout;0.0;0.0;41.0;0.007068002806514285
148;lifttheban_rent;0.0;0.0;40.0;0.006895612494160278
149;file_unemployment;0.0;0.0;38.0;0.0065508318694522645
150;utility_payment;0.0;0.0;32.0;0.005516489995328223
151;stimulus_package;0.0;0.0;30.0;0.005171709370620208
152;foreclosure_utility;0.0;0.0;28.0;0.004826928745912194
153;rentfreeze;0.0;0.0;28.0;0.004826928745912194
154;evictionmoratorium;0.0;0.0;27.0;0.004654538433558187
155;cancelmortgage;0.0;0.0;25.0;0.004309757808850174
156;canceltherent;0.0;0.0;23.0;0.00396497718414216
157;cancelrentnj;0.0;0.0;23.0;0.00396497718414216
158;mortgage_cancellation;0.0;0.0;23.0;0.00396497718414216
159;utility_shutoff;0.0;0.0;22.0;0.003792586871788153
160;protectallworker;0.0;0.0;18.0;0.003103025622372125
161;maydaystrike;0.0;0.0;15.0;0.002585854685310104
162;rentzero;0.0;0.0;13.0;0.0022410740606020906
163;cancelrentwisconsin;0.0;0.0;11.0;0.0018962934358940765
164;cancelmortgageswisconsin;0.0;0.0;10.0;0.0017239031235400696
165;suspendrent;0.0;0.0;9.0;0.0015515128111860624
166;evicti;0.0;0.0;7.0;0.0012067321864780486
167;norent;0.0;0.0;7.0;0.0012067321864780486
168;homesforall;0.0;0.0;7.0;0.0012067321864780486
169;workerprotection;0.0;0.0;7.0;0.0012067321864780486
170;cancelrentjb;0.0;0.0;6.0;0.0010343418741240416
171;utilitiesstrike;0.0;0.0;6.0;0.0010343418741240416
172;understaffe;0.0;0.0;5.0;0.0008619515617700348
173;spreadthestrike;0.0;0.0;5.0;0.0008619515617700348
174;housingishealthcare;0.0;0.0;5.0;0.0008619515617700348
175;precariousness;0.0;0.0;4.0;0.0006895612494160279
176;rentrelief;0.0;0.0;4.0;0.0006895612494160279
177;debtfreefuture;0.0;0.0;4.0;0.0006895612494160279
178;blackworkersmatter;0.0;0.0;4.0;0.0006895612494160279
179;blacklivesmatteratschool;0.0;0.0;3.0;0.0005171709370620208
180;servicesnotsweeps;0.0;0.0;3.0;0.0005171709370620208
181;decommodifye;0.0;0.0;3.0;0.0005171709370620208
182;cbusevictionfreeze;0.0;0.0;3.0;0.0005171709370620208
183;homelesscantstayhome;0.0;0.0;3.0;0.0005171709370620208
184;unemploym;0.0;0.0;3.0;0.0005171709370620208
185;hazardpaynow;0.0;0.0;3.0;0.0005171709370620208
186;rentsuspension;0.0;0.0;3.0;0.0005171709370620208
187;nomortgage;0.0;0.0;3.0;0.0005171709370620208
188;forbearance;0.0;0.0;3.0;0.0005171709370620208
189;hazardpay;0.0;0.0;3.0;0.0005171709370620208
190;savethepostoffice;0.0;0.0;3.0;0.0005171709370620208
191;mortgag;0.0;0.0;3.0;0.0005171709370620208
192;maydayrentstrike;0.0;0.0;3.0;0.0005171709370620208
193;shareyourcheck;0.0;0.0;3.0;0.0005171709370620208
194;workersmemorialday;0.0;0.0;3.0;0.0005171709370620208
195;rentstrikeny;0.0;0.0;3.0;0.0005171709370620208
196;cancelbills;0.0;0.0;3.0;0.0005171709370620208
197;humancapitalstock;0.0;0.0;3.0;0.0005171709370620208
198;realrentcontr;0.0;0.0;2.0;0.00034478062470801393
199;endwagetheft;0.0;0.0;2.0;0.00034478062470801393
200;classstruggle;0.0;0.0;2.0;0.00034478062470801393
201;payusmoreucsc;0.0;0.0;2.0;0.00034478062470801393
202;evictionruinslive;0.0;0.0;2.0;0.00034478062470801393
203;studentdebt;0.0;0.0;2.0;0.00034478062470801393
204;stopdhaeviction;0.0;0.0;2.0;0.00034478062470801393
205;voteberniegetgrandkid;0.0;0.0;2.0;0.00034478062470801393
206;freezeevictionsboulder;0.0;0.0;2.0;0.00034478062470801393
207;banshutoff;0.0;0.0;2.0;0.00034478062470801393
208;shutoffskill;0.0;0.0;2.0;0.00034478062470801393
209;nonpayment;0.0;0.0;2.0;0.00034478062470801393
210;housedandhealthy;0.0;0.0;2.0;0.00034478062470801393
211;cancelrentusa;0.0;0.0;2.0;0.00034478062470801393
212;homeownership;0.0;0.0;2.0;0.00034478062470801393
213;canceldebt;0.0;0.0;2.0;0.00034478062470801393
214;foodnotrent;0.0;0.0;2.0;0.00034478062470801393
215;higheredworksbecausewedo;0.0;0.0;2.0;0.00034478062470801393
216;stopmasseviction;0.0;0.0;2.0;0.00034478062470801393
217;wagetransparency;0.0;0.0;1.0;0.00017239031235400697
218;evictng;0.0;0.0;1.0;0.00017239031235400697
219;nocontractnopeace;0.0;0.0;1.0;0.00017239031235400697
220;feedthepoor;0.0;0.0;1.0;0.00017239031235400697
221;reclaimrentcontrol;0.0;0.0;1.0;0.00017239031235400697
222;homesforallmd;0.0;0.0;1.0;0.00017239031235400697
223;homesnotgame;0.0;0.0;1.0;0.00017239031235400697
224;homesnothotel;0.0;0.0;1.0;0.00017239031235400697
225;homesgaurantee;0.0;0.0;1.0;0.00017239031235400697
226;homesguaranteela;0.0;0.0;1.0;0.00017239031235400697
227;decommodified;0.0;0.0;1.0;0.00017239031235400697
228;childcareforall;0.0;0.0;1.0;0.00017239031235400697
229;raisethewage;0.0;0.0;1.0;0.00017239031235400697
230;universalchildcare;0.0;0.0;1.0;0.00017239031235400697
231;norentny;0.0;0.0;1.0;0.00017239031235400697
232;strentstrike;0.0;0.0;1.0;0.00017239031235400697
233;evictionmora;0.0;0.0;1.0;0.00017239031235400697
234;homesandpeoplefirst;0.0;0.0;1.0;0.00017239031235400697
235;endrent;0.0;0.0;1.0;0.00017239031235400697
236;nocovidevi;0.0;0.0;1.0;0.00017239031235400697
237;rentrevolt;0.0;0.0;1.0;0.00017239031235400697
238;rentmutiny;0.0;0.0;1.0;0.00017239031235400697
239;evictionfree;0.0;0.0;1.0;0.00017239031235400697
240;decommodifysurvival;0.0;0.0;1.0;0.00017239031235400697
241;nojobs;0.0;0.0;1.0;0.00017239031235400697
242;nowage;0.0;0.0;1.0;0.00017239031235400697
243;rentday;0.0;0.0;1.0;0.00017239031235400697
244;rentstrik;0.0;0.0;1.0;0.00017239031235400697
245;baneviction;0.0;0.0;1.0;0.00017239031235400697
246;housingguaranteema;0.0;0.0;1.0;0.00017239031235400697
247;homesnothomeless;0.0;0.0;1.0;0.00017239031235400697
248;adaywithoutdomesticworker;0.0;0.0;1.0;0.00017239031235400697
249;bailoutpeoplenotcorporat;0.0;0.0;1.0;0.00017239031235400697
250;wageslave;0.0;0.0;1.0;0.00017239031235400697
251;landlordchallenge;0.0;0.0;1.0;0.00017239031235400697
252;housesnothandcuff;0.0;0.0;1.0;0.00017239031235400697
253;evictionmoratoriu;0.0;0.0;1.0;0.00017239031235400697
254;rentstri;0.0;0.0;1.0;0.00017239031235400697
255;foodbankchallenge;0.0;0.0;1.0;0.00017239031235400697
256;stimulusdeposit;0.0;0.0;1.0;0.00017239031235400697
257;cancelrentandmortgage;0.0;0.0;1.0;0.00017239031235400697
258;emergencyubi;0.0;0.0;1.0;0.00017239031235400697
259;fixunemploymentnow;0.0;0.0;1.0;0.00017239031235400697
260;allmeansall;0.0;0.0;1.0;0.00017239031235400697
261;stimuluspayment;0.0;0.0;1.0;0.00017239031235400697
262;cancerent;0.0;0.0;1.0;0.00017239031235400697
263;norentmi;0.0;0.0;1.0;0.00017239031235400697
264;homele;0.0;0.0;1.0;0.00017239031235400697
265;noevictionsonstolenland;0.0;0.0;1.0;0.00017239031235400697
266;protectmotenants;0.0;0.0;1.0;0.00017239031235400697
267;stimuluscheckchallenge;0.0;0.0;1.0;0.00017239031235400697
268;economicbillofright;0.0;0.0;1.0;0.00017239031235400697
269;stimulussolidarity;0.0;0.0;1.0;0.00017239031235400697
270;debtfreefutur;0.0;0.0;1.0;0.00017239031235400697
271;peoplesrecovery;0.0;0.0;1.0;0.00017239031235400697
272;safetyishousingrelief;0.0;0.0;1.0;0.00017239031235400697
273;protectworker;0.0;0.0;1.0;0.00017239031235400697
274;cancelrentcaravan;0.0;0.0;1.0;0.00017239031235400697
275;stopeviction;0.0;0.0;1.0;0.00017239031235400697
276;decommidfication;0.0;0.0;1.0;0.00017239031235400697
277;housethehomeless;0.0;0.0;1.0;0.00017239031235400697
278;tenantorganize;0.0;0.0;1.0;0.00017239031235400697
279;unemployement;0.0;0.0;1.0;0.00017239031235400697
280;cancelr;0.0;0.0;1.0;0.00017239031235400697
281;cancelmor;0.0;0.0;1.0;0.00017239031235400697
282;cancelarlarenta;0.0;0.0;1.0;0.00017239031235400697
283;utilitystrike;0.0;0.0;1.0;0.00017239031235400697
284;cancelren;0.0;0.0;1.0;0.00017239031235400697
285;evicting;0.0;0.0;1.0;0.00017239031235400697
286;unemployedtogethersantafe;0.0;0.0;1.0;0.00017239031235400697
Total;workworkerclasshousingwork_classlaborsocialismtenantsocialmedicareforalljobevictionlandlordhomelesswageeconomichomelessnesspovertyrent_controlevictsheltereconomyrentaffordable_housingunhousedminimum_wageemployerhousing_humanstudent_debtlow_incomeworkersnyhomesguaranteebasichouselesslandlordhorrorstoryfair_contractchildcarehousingisahumanrightinequalitytuition_freeexploitationworking_classlive_wagegentrificationresidencefreezehomesguaranteesupplypeopleoverprofitrent_strikepaycheckslumlordrentcontrolnowrentcontrollose_jobworking_conditionsocial_securityhungrypay_renttenant_protectionsalarygoodcauseevictionunpaidmakebillionairespaystudent_loanwage_theftunion_bustingbail_reformunhoused_neighborrentalworkforcedecommodifyunionsforallrentstrikebailoutunionizationovertimeforeclosurerealrentcontrolnowlow_wageevictiomanufactureraccessibilityendcashbailstopthesweephouselessnessunemploymentunemployedsavemomshousetenantpowerrentcontrodebtorcut_socialredistributionuniversalrentcontrolorganizethesouthnochristmasevictioncuomoshousingcrisisstopthesweepseconomic_crisishomelesunpropertiedsurvivorrightsworkerrightlivingwagehomesnothandcuffhousingjusticeforallunskilledhomelessmemorialdayeconomicjusticecancelstudentdebtunderprivilegedsolidarityeconomyeconomicdemocracyeviction_moratoriumpeoplenotprofitstopwagetheftservicesnotsweepsmall_businesssocialsecuritybillionaire_existrealrentcontrolnoevictionsafety_netevictthespeculatorspoorpeoplescampaigntuitionfreecollegenursing_homeminimumwageunemploymentrateevictthespeculatoruninsureunderinsureaffordablehousesolutionsnotsweepsabolishlandlordscancelrentcancel_renthazard_paystimulusrent_mortgagemoratorium_evictionrent_freezesuspend_rentmortgage_paymentrentfreezenowrelief_fundeviction_foreclosurepeoplesbailoutlifttheban_rentfile_unemploymentutility_paymentstimulus_packageforeclosure_utilityrentfreezeevictionmoratoriumcancelmortgagecanceltherentcancelrentnjmortgage_cancellationutility_shutoffprotectallworkermaydaystrikerentzerocancelrentwisconsincancelmortgageswisconsinsuspendrentevictinorenthomesforallworkerprotectioncancelrentjbutilitiesstrikeunderstaffespreadthestrikehousingishealthcareprecariousnessrentreliefdebtfreefutureblackworkersmatterblacklivesmatteratschoolservicesnotsweepsdecommodifyecbusevictionfreezehomelesscantstayhomeunemploymhazardpaynowrentsuspensionnomortgageforbearancehazardpaysavethepostofficemortgagmaydayrentstrikeshareyourcheckworkersmemorialdayrentstrikenycancelbillshumancapitalstockrealrentcontrendwagetheftclassstrugglepayusmoreucscevictionruinslivestudentdebtstopdhaevictionvoteberniegetgrandkidfreezeevictionsboulderbanshutoffshutoffskillnonpaymenthousedandhealthycancelrentusahomeownershipcanceldebtfoodnotrenthigheredworksbecausewedostopmassevictionwagetransparencyevictngnocontractnopeacefeedthepoorreclaimrentcontrolhomesforallmdhomesnotgamehomesnothotelhomesgauranteehomesguaranteeladecommodifiedchildcareforallraisethewageuniversalchildcarenorentnystrentstrikeevictionmorahomesandpeoplefirstendrentnocovidevirentrevoltrentmutinyevictionfreedecommodifysurvivalnojobsnowagerentdayrentstrikbanevictionhousingguaranteemahomesnothomelessadaywithoutdomesticworkerbailoutpeoplenotcorporatwageslavelandlordchallengehousesnothandcuffevictionmoratoriurentstrifoodbankchallengestimulusdepositcancelrentandmortgageemergencyubifixunemploymentnowallmeansallstimuluspaymentcancerentnorentmihomelenoevictionsonstolenlandprotectmotenantsstimuluscheckchallengeeconomicbillofrightstimulussolidaritydebtfreefuturpeoplesrecoverysafetyishousingreliefprotectworkercancelrentcaravanstopevictiondecommidficationhousethehomelesstenantorganizeunemployementcancelrcancelmorcancelarlarentautilitystrikecancelrenevictingunemployedtogethersantafe;4622.0;3.0302632959194367;22851.0;3.9392910276014224
