;word;df_precrisis;pecent_rdf_precrisis;df_crisis;pecent_rdf_crisis
157;hazardpaynow;0;0.0;3;0.0036832864737443064
158;homelesscantstayhome;0;0.0;3;0.0036832864737443064
159;humancapitalstock;0;0.0;3;0.0036832864737443064
160;maydayrentstrike;0;0.0;3;0.0036832864737443064
161;mortgag;0;0.0;3;0.0036832864737443064
162;noeviction;1;0.0012277621579147688;2;0.0024555243158295376
163;nomortgage;0;0.0;3;0.0036832864737443064
164;peoplenotprofit;1;0.0012277621579147688;2;0.0024555243158295376
165;realrentcontrolnow;3;0.0036832864737443064;0;0.0
166;rentstrikeny;0;0.0;3;0.0036832864737443064
167;rentsuspension;0;0.0;3;0.0036832864737443064
168;savethepostoffice;0;0.0;3;0.0036832864737443064
169;servicesnotsweeps;0;0.0;3;0.0036832864737443064
170;shareyourcheck;0;0.0;3;0.0036832864737443064
171;stopthesweep;3;0.0036832864737443064;0;0.0
172;stopthesweeps;2;0.0024555243158295376;1;0.0012277621579147688
173;unemploym;0;0.0;3;0.0036832864737443064
174;workersmemorialday;0;0.0;3;0.0036832864737443064
175;banshutoff;0;0.0;2;0.0024555243158295376
176;canceldebt;0;0.0;2;0.0024555243158295376
177;cancelrentusa;0;0.0;2;0.0024555243158295376
178;classstruggle;0;0.0;2;0.0024555243158295376
179;cuomoshousingcrisis;2;0.0024555243158295376;0;0.0
180;economicdemocracy;1;0.0012277621579147688;1;0.0012277621579147688
181;endwagetheft;0;0.0;2;0.0024555243158295376
182;evictionruinslive;0;0.0;2;0.0024555243158295376
183;evictthespeculator;1;0.0012277621579147688;1;0.0012277621579147688
184;foodnotrent;0;0.0;2;0.0024555243158295376
185;freezeevictionsboulder;0;0.0;2;0.0024555243158295376
186;higheredworksbecausewedo;0;0.0;2;0.0024555243158295376
187;homeles;2;0.0024555243158295376;0;0.0
188;homeownership;0;0.0;2;0.0024555243158295376
189;housedandhealthy;0;0.0;2;0.0024555243158295376
190;housingjusticeforall;1;0.0012277621579147688;1;0.0012277621579147688
191;nochristmaseviction;2;0.0024555243158295376;0;0.0
192;nonpayment;0;0.0;2;0.0024555243158295376
193;payusmoreucsc;0;0.0;2;0.0024555243158295376
194;realrentcontr;0;0.0;2;0.0024555243158295376
195;rentcontro;2;0.0024555243158295376;0;0.0
196;savemomshouse;2;0.0024555243158295376;0;0.0
197;shutoffskill;0;0.0;2;0.0024555243158295376
198;solidarityeconomy;1;0.0012277621579147688;1;0.0012277621579147688
199;stopdhaeviction;0;0.0;2;0.0024555243158295376
200;stopmasseviction;0;0.0;2;0.0024555243158295376
201;studentdebt;0;0.0;2;0.0024555243158295376
202;universalrentcontrol;2;0.0024555243158295376;0;0.0
203;voteberniegetgrandkid;0;0.0;2;0.0024555243158295376
204;adaywithoutdomesticworker;0;0.0;1;0.0012277621579147688
205;allmeansall;0;0.0;1;0.0012277621579147688
206;bailoutpeoplenotcorporat;0;0.0;1;0.0012277621579147688
207;baneviction;0;0.0;1;0.0012277621579147688
208;cancelarlarenta;0;0.0;1;0.0012277621579147688
209;cancelmor;0;0.0;1;0.0012277621579147688
210;cancelr;0;0.0;1;0.0012277621579147688
211;cancelren;0;0.0;1;0.0012277621579147688
212;cancelrentandmortgage;0;0.0;1;0.0012277621579147688
213;cancelrentcaravan;0;0.0;1;0.0012277621579147688
214;cancerent;0;0.0;1;0.0012277621579147688
215;childcareforall;0;0.0;1;0.0012277621579147688
216;debtfreefutur;0;0.0;1;0.0012277621579147688
217;decommidfication;0;0.0;1;0.0012277621579147688
218;decommodified;0;0.0;1;0.0012277621579147688
219;decommodifysurvival;0;0.0;1;0.0012277621579147688
220;economicbillofright;0;0.0;1;0.0012277621579147688
221;economicjustice;1;0.0012277621579147688;0;0.0
222;emergencyubi;0;0.0;1;0.0012277621579147688
223;endrent;0;0.0;1;0.0012277621579147688
224;evicting;0;0.0;1;0.0012277621579147688
225;evictionfree;0;0.0;1;0.0012277621579147688
226;evictionmora;0;0.0;1;0.0012277621579147688
227;evictionmoratoriu;0;0.0;1;0.0012277621579147688
228;evictng;0;0.0;1;0.0012277621579147688
229;evictthespeculators;1;0.0012277621579147688;0;0.0
230;feedthepoor;0;0.0;1;0.0012277621579147688
231;fixunemploymentnow;0;0.0;1;0.0012277621579147688
232;foodbankchallenge;0;0.0;1;0.0012277621579147688
233;homele;0;0.0;1;0.0012277621579147688
234;homelessmemorialday;1;0.0012277621579147688;0;0.0
235;homesandpeoplefirst;0;0.0;1;0.0012277621579147688
236;homesforallmd;0;0.0;1;0.0012277621579147688
237;homesgaurantee;0;0.0;1;0.0012277621579147688
238;homesguaranteela;0;0.0;1;0.0012277621579147688
239;homesnotgame;0;0.0;1;0.0012277621579147688
240;homesnothandcuff;1;0.0012277621579147688;0;0.0
241;homesnothomeless;0;0.0;1;0.0012277621579147688
242;homesnothotel;0;0.0;1;0.0012277621579147688
243;housesnothandcuff;0;0.0;1;0.0012277621579147688
244;housethehomeless;0;0.0;1;0.0012277621579147688
245;housingguaranteema;0;0.0;1;0.0012277621579147688
246;landlordchallenge;0;0.0;1;0.0012277621579147688
247;livingwage;1;0.0012277621579147688;0;0.0
248;minimumwage;1;0.0012277621579147688;0;0.0
249;nocontractnopeace;0;0.0;1;0.0012277621579147688
250;nocovidevi;0;0.0;1;0.0012277621579147688
251;noevictionsonstolenland;0;0.0;1;0.0012277621579147688
252;nojobs;0;0.0;1;0.0012277621579147688
253;norentmi;0;0.0;1;0.0012277621579147688
254;norentny;0;0.0;1;0.0012277621579147688
255;nowage;0;0.0;1;0.0012277621579147688
256;peoplesrecovery;0;0.0;1;0.0012277621579147688
257;protectmotenants;0;0.0;1;0.0012277621579147688
258;protectworker;0;0.0;1;0.0012277621579147688
259;raisethewage;0;0.0;1;0.0012277621579147688
260;realrentcontrol;1;0.0012277621579147688;0;0.0
261;reclaimrentcontrol;0;0.0;1;0.0012277621579147688
262;rentday;0;0.0;1;0.0012277621579147688
263;rentmutiny;0;0.0;1;0.0012277621579147688
264;rentrevolt;0;0.0;1;0.0012277621579147688
265;rentstri;0;0.0;1;0.0012277621579147688
266;rentstrik;0;0.0;1;0.0012277621579147688
267;safetyishousingrelief;0;0.0;1;0.0012277621579147688
268;stimuluscheckchallenge;0;0.0;1;0.0012277621579147688
269;stimulusdeposit;0;0.0;1;0.0012277621579147688
270;stimuluspayment;0;0.0;1;0.0012277621579147688
271;stimulussolidarity;0;0.0;1;0.0012277621579147688
272;stopeviction;0;0.0;1;0.0012277621579147688
273;stopwagetheft;1;0.0012277621579147688;0;0.0
274;strentstrike;0;0.0;1;0.0012277621579147688
275;survivorrightsworkerright;1;0.0012277621579147688;0;0.0
276;tenantorganize;0;0.0;1;0.0012277621579147688
277;tuitionfreecollege;1;0.0012277621579147688;0;0.0
278;underprivileged;1;0.0012277621579147688;0;0.0
279;unemployedtogethersantafe;0;0.0;1;0.0012277621579147688
280;unemployement;0;0.0;1;0.0012277621579147688
281;unemploymentrate;1;0.0012277621579147688;0;0.0
282;universalchildcare;0;0.0;1;0.0012277621579147688
283;unpropertied;1;0.0012277621579147688;0;0.0
284;utilitystrike;0;0.0;1;0.0012277621579147688
285;wageslave;0;0.0;1;0.0012277621579147688
286;wagetransparency;0;0.0;1;0.0012277621579147688
