;word;df_precrisis;pecent_rdf_precrisis;df_crisis;pecent_rdf_crisis
70;telemedicine;0;0.0;4;0.004911048631659075
71;autoimmune;0;0.0;3;0.0036832864737443064
72;disabilities;0;0.0;3;0.0036832864737443064
73;earnedsickleave;0;0.0;3;0.0036832864737443064
74;exposefakeclinic;1;0.0012277621579147688;2;0.0024555243158295376
75;freethemallforpublichealth;0;0.0;3;0.0036832864737443064
76;healthc;0;0.0;3;0.0036832864737443064
77;healthcar;0;0.0;3;0.0036832864737443064
78;healthcareemergencyguaranteeact;0;0.0;3;0.0036832864737443064
79;myrightmydecision;0;0.0;3;0.0036832864737443064
80;nomedicaidcut;0;0.0;3;0.0036832864737443064
81;ourpatientsdeservebetter;0;0.0;3;0.0036832864737443064
82;recoveryforall;0;0.0;3;0.0036832864737443064
83;supportnurse;0;0.0;3;0.0036832864737443064
84;disablednotdisposable;0;0.0;2;0.0024555243158295376
85;fundabortionbuildpowercelebratesolidarity;0;0.0;2;0.0024555243158295376
86;healthcareemergencyguara;0;0.0;2;0.0024555243158295376
87;healthcareemergencyguarantee;0;0.0;2;0.0024555243158295376
88;healthcareisahumanright;0;0.0;2;0.0024555243158295376
89;healthfair;0;0.0;2;0.0024555243158295376
90;healthjusticenow;1;0.0012277621579147688;1;0.0012277621579147688
91;healthnoteviction;0;0.0;2;0.0024555243158295376
92;heathcare;0;0.0;2;0.0024555243158295376
93;hospitalization;1;0.0012277621579147688;1;0.0012277621579147688
94;medicaidexpansion;0;0.0;2;0.0024555243158295376
95;medicarefo;2;0.0024555243158295376;0;0.0
96;medicarefora;1;0.0012277621579147688;1;0.0012277621579147688
97;medicareforyall;0;0.0;2;0.0024555243158295376
98;nationalizeourhospital;0;0.0;2;0.0024555243158295376
99;newyorkhealthact;1;0.0012277621579147688;1;0.0012277621579147688
100;ppeforall;0;0.0;2;0.0024555243158295376
101;protectmedicaid;0;0.0;2;0.0024555243158295376
102;ridetorecovery;0;0.0;2;0.0024555243158295376
103;telehealth;0;0.0;2;0.0024555243158295376
104;thankyounurse;0;0.0;2;0.0024555243158295376
105;tuberculosis;0;0.0;2;0.0024555243158295376
106;untreated;1;0.0012277621579147688;1;0.0012277621579147688
107;abortioncareishealthcare;0;0.0;1;0.0012277621579147688
108;abortionfund;0;0.0;1;0.0012277621579147688
109;abortionisahumanright;0;0.0;1;0.0012277621579147688
110;abortionisawomansright;0;0.0;1;0.0012277621579147688
111;alamedahealthsystem;0;0.0;1;0.0012277621579147688
112;bidendoesntsupportmedicareforall;0;0.0;1;0.0012277621579147688
113;blackhealthcoalitionofwi;0;0.0;1;0.0012277621579147688
114;chemotherapy;0;0.0;1;0.0012277621579147688
115;chicagolovesmedicareforall;0;0.0;1;0.0012277621579147688
116;curing;0;0.0;1;0.0012277621579147688
117;dehydration;1;0.0012277621579147688;0;0.0
118;disabilitie;0;0.0;1;0.0012277621579147688
119;disabilityrights;1;0.0012277621579147688;0;0.0
120;emergencyhealthcareguaranteeact;0;0.0;1;0.0012277621579147688
121;expandmedicaid;0;0.0;1;0.0012277621579147688
122;goboldonhealthcare;1;0.0012277621579147688;0;0.0
123;healthcareheroe;0;0.0;1;0.0012277621579147688
124;healthcarenotwarfare;0;0.0;1;0.0012277621579147688
125;healthcareworkinggroup;1;0.0012277621579147688;0;0.0
126;healthierjc;0;0.0;1;0.0012277621579147688
127;healthinsurance;0;0.0;1;0.0012277621579147688
128;healthjusrice;1;0.0012277621579147688;0;0.0
129;healthnothandcuff;0;0.0;1;0.0012277621579147688
130;healthpolicyvalentine;0;0.0;1;0.0012277621579147688
131;healthyhome;0;0.0;1;0.0012277621579147688
132;helathcare;0;0.0;1;0.0012277621579147688
133;insurancehorrorstory;1;0.0012277621579147688;0;0.0
134;joebidendoesntsupportmedicareforall;0;0.0;1;0.0012277621579147688
135;masshealth;0;0.0;1;0.0012277621579147688
136;medcaid;0;0.0;1;0.0012277621579147688
137;medicalbrigades;0;0.0;1;0.0012277621579147688
138;medicarefor;0;0.0;1;0.0012277621579147688
139;medicat;0;0.0;1;0.0012277621579147688
140;mentalhealthmatter;1;0.0012277621579147688;0;0.0
141;nationalnursesweek;0;0.0;1;0.0012277621579147688
142;ourpatientsdeservebett;0;0.0;1;0.0012277621579147688
143;patientright;1;0.0012277621579147688;0;0.0
144;pharmacie;0;0.0;1;0.0012277621579147688
145;pharmacology;1;0.0012277621579147688;0;0.0
146;providencepatientsbeforeprofit;1;0.0012277621579147688;0;0.0
147;righttorecov;0;0.0;1;0.0012277621579147688
148;ruralhealthcare;0;0.0;1;0.0012277621579147688
149;sickpayforall;0;0.0;1;0.0012277621579147688
150;thisthingtheycallrecovery;0;0.0;1;0.0012277621579147688
151;undermedicate;0;0.0;1;0.0012277621579147688
152;unitedhealth;1;0.0012277621579147688;0;0.0
153;unitedhealthcare;0;0.0;1;0.0012277621579147688
154;universalh;0;0.0;1;0.0012277621579147688
155;workersoverendowment;0;0.0;1;0.0012277621579147688
156;yestolousafety;0;0.0;1;0.0012277621579147688
