;word;frequency_precrisis;percent_precrisis;frequency_crisis;percent_crisis
48;nocovidcapitalism;0.0;0.0;19.0;0.0032754159347261323
49;coronaviruscapitalism;0.0;0.0;15.0;0.002585854685310104
50;cutcovidnotcuny;0.0;0.0;14.0;0.002413464372956097
51;pandemi;0.0;0.0;11.0;0.0018962934358940765
52;stayhome;0.0;0.0;11.0;0.0018962934358940765
53;immune;0.0;0.0;10.0;0.0017239031235400696
54;nobigoilbailout;0.0;0.0;10.0;0.0017239031235400696
55;epidemiologist;0.0;0.0;9.0;0.0015515128111860624
56;stayathome;0.0;0.0;9.0;0.0015515128111860624
57;sanitize;0.0;0.0;8.0;0.0013791224988320557
58;cov;0.0;0.0;8.0;0.0013791224988320557
59;coronav;0.0;0.0;8.0;0.0013791224988320557
60;cuomoscovid;0.0;0.0;8.0;0.0013791224988320557
61;covi;0.0;0.0;8.0;0.0013791224988320557
62;pneumonia;0.0;0.0;7.0;0.0012067321864780486
63;sanitizer;0.0;0.0;7.0;0.0012067321864780486
64;influenza;0.0;0.0;7.0;0.0012067321864780486
65;antiviral;0.0;0.0;7.0;0.0012067321864780486
66;quarantining;0.0;0.0;7.0;0.0012067321864780486
67;handwashing;0.0;0.0;7.0;0.0012067321864780486
68;rehabilitation;0.0;0.0;7.0;0.0012067321864780486
69;hygienic;0.0;0.0;7.0;0.0012067321864780486
70;pande;0.0;0.0;7.0;0.0012067321864780486
71;coronavirusoutbreak;0.0;0.0;6.0;0.0010343418741240416
72;nonessential;0.0;0.0;6.0;0.0010343418741240416
73;socialdistance;0.0;0.0;6.0;0.0010343418741240416
74;decarceratecovid;0.0;0.0;6.0;0.0010343418741240416
75;essentialworkersday;0.0;0.0;6.0;0.0010343418741240416
76;coronaoutbreak;0.0;0.0;5.0;0.0008619515617700348
77;coronavirusupdate;0.0;0.0;5.0;0.0008619515617700348
78;pandem;0.0;0.0;5.0;0.0008619515617700348
79;coronavi;0.0;0.0;5.0;0.0008619515617700348
80;socialistdistancing;0.0;0.0;5.0;0.0008619515617700348
81;nyumakesussick;0.0;0.0;5.0;0.0008619515617700348
82;symptomatic;0.0;0.0;4.0;0.0006895612494160279
83;coronovirus;0.0;0.0;4.0;0.0006895612494160279
84;postponetheprimarie;0.0;0.0;4.0;0.0006895612494160279
85;flattenthecurve;0.0;0.0;4.0;0.0006895612494160279
86;coronacrisis;0.0;0.0;4.0;0.0006895612494160279
87;notdyingforwallstreet;0.0;0.0;4.0;0.0006895612494160279
88;positive_covid;0.0;0.0;4.0;0.0006895612494160279
89;nyucanaffordit;0.0;0.0;4.0;0.0006895612494160279
90;ppeoverprofit;0.0;0.0;4.0;0.0006895612494160279
91;iamessential;0.0;0.0;4.0;0.0006895612494160279
92;protectessentialworker;0.0;0.0;4.0;0.0006895612494160279
93;immunocompromised;0.0;0.0;3.0;0.0005171709370620208
94;endcovid;0.0;0.0;3.0;0.0005171709370620208
95;canceleverythe;0.0;0.0;3.0;0.0005171709370620208
96;coronaviru;0.0;0.0;3.0;0.0005171709370620208
97;shutdownmass;0.0;0.0;3.0;0.0005171709370620208
98;dieforthedow;0.0;0.0;3.0;0.0005171709370620208
99;lvdsafightsback;0.0;0.0;3.0;0.0005171709370620208
100;endcovidsanctions;0.0;0.0;3.0;0.0005171709370620208
101;whichsideareyouon;0.0;0.0;3.0;0.0005171709370620208
102;respirator;0.0;0.0;3.0;0.0005171709370620208
103;coronaviruscrisis;0.0;0.0;3.0;0.0005171709370620208
104;immigrantsareessential;0.0;0.0;3.0;0.0005171709370620208
105;coronastrike;0.0;0.0;3.0;0.0005171709370620208
106;strikeforourlive;0.0;0.0;3.0;0.0005171709370620208
107;immunization;0.0;0.0;2.0;0.00034478062470801393
108;coronapocalypse;0.0;0.0;2.0;0.00034478062470801393
109;pandemia;0.0;0.0;2.0;0.00034478062470801393
110;coronapandemic;0.0;0.0;2.0;0.00034478062470801393
111;coughing;0.0;0.0;2.0;0.00034478062470801393
112;immunosuppresse;0.0;0.0;2.0;0.00034478062470801393
113;quarantined;0.0;0.0;2.0;0.00034478062470801393
114;staysafestayhome;0.0;0.0;2.0;0.00034478062470801393
115;nnjcoronanews;0.0;0.0;2.0;0.00034478062470801393
116;coronaaid;0.0;0.0;2.0;0.00034478062470801393
117;flprisonscovid;0.0;0.0;2.0;0.00034478062470801393
118;micovid;0.0;0.0;2.0;0.00034478062470801393
119;wearetheshutdown;0.0;0.0;2.0;0.00034478062470801393
120;essentialworke;0.0;0.0;2.0;0.00034478062470801393
121;justcovidresponse;0.0;0.0;2.0;0.00034478062470801393
122;essentialnotexpendable;0.0;0.0;2.0;0.00034478062470801393
123;covidcrisis;0.0;0.0;2.0;0.00034478062470801393
124;unessential;0.0;0.0;2.0;0.00034478062470801393
125;chornically;0.0;0.0;1.0;0.00017239031235400697
126;immunocomp;0.0;0.0;1.0;0.00017239031235400697
127;coronavirusillinois;0.0;0.0;1.0;0.00017239031235400697
128;disinfected;0.0;0.0;1.0;0.00017239031235400697
129;coron;0.0;0.0;1.0;0.00017239031235400697
130;coronapandem;0.0;0.0;1.0;0.00017239031235400697
131;immunocomprimise;0.0;0.0;1.0;0.00017239031235400697
132;coronavir;0.0;0.0;1.0;0.00017239031235400697
133;coronapocolypse;0.0;0.0;1.0;0.00017239031235400697
134;flatteningthecurve;0.0;0.0;1.0;0.00017239031235400697
135;workfromhome;0.0;0.0;1.0;0.00017239031235400697
136;disinfection;0.0;0.0;1.0;0.00017239031235400697
137;coronavirusoutbreakindia;0.0;0.0;1.0;0.00017239031235400697
138;caronavirusoutbreak;0.0;0.0;1.0;0.00017239031235400697
139;nonessentia;0.0;0.0;1.0;0.00017239031235400697
140;fuckcovid;0.0;0.0;1.0;0.00017239031235400697
141;staythefhome;0.0;0.0;1.0;0.00017239031235400697
142;marylandcoronavirus;0.0;0.0;1.0;0.00017239031235400697
143;socialdistancing;0.0;0.0;1.0;0.00017239031235400697
144;coronoavirus;0.0;0.0;1.0;0.00017239031235400697
145;quarantineandchill;0.0;0.0;1.0;0.00017239031235400697
146;epidemi;0.0;0.0;1.0;0.00017239031235400697
147;epidemiology;0.0;0.0;1.0;0.00017239031235400697
148;stlcovidaid;0.0;0.0;1.0;0.00017239031235400697
149;unsanitized;0.0;0.0;1.0;0.00017239031235400697
150;endcovidsanctio;0.0;0.0;1.0;0.00017239031235400697
151;sanctionski;0.0;0.0;1.0;0.00017239031235400697
152;covidactnow;0.0;0.0;1.0;0.00017239031235400697
153;socialdistanac;0.0;0.0;1.0;0.00017239031235400697
154;quaran;0.0;0.0;1.0;0.00017239031235400697
155;epdimolgist;0.0;0.0;1.0;0.00017239031235400697
156;covidien;0.0;0.0;1.0;0.00017239031235400697
157;coronaviruslockdown;0.0;0.0;1.0;0.00017239031235400697
158;prisonpandemic;0.0;0.0;1.0;0.00017239031235400697
159;ucsfmaskdrive;0.0;0.0;1.0;0.00017239031235400697
160;pandemicin;0.0;0.0;1.0;0.00017239031235400697
161;covidrelief;0.0;0.0;1.0;0.00017239031235400697
162;fightcovidnotvenezuela;0.0;0.0;1.0;0.00017239031235400697
163;quarantinelivestream;0.0;0.0;1.0;0.00017239031235400697
164;healthyathome;0.0;0.0;1.0;0.00017239031235400697
165;cvillecovidcare;0.0;0.0;1.0;0.00017239031235400697
166;frotnline;0.0;0.0;1.0;0.00017239031235400697
167;mycovidstory;0.0;0.0;1.0;0.00017239031235400697
168;physicaldistance;0.0;0.0;1.0;0.00017239031235400697
169;saferathometogether;0.0;0.0;1.0;0.00017239031235400697
170;wernotdisposable;0.0;0.0;1.0;0.00017239031235400697
171;quarantstream;0.0;0.0;1.0;0.00017239031235400697
172;mkemutualaidcovid;0.0;0.0;1.0;0.00017239031235400697
173;lockdownextension;0.0;0.0;1.0;0.00017239031235400697
174;coronabux;0.0;0.0;1.0;0.00017239031235400697
175;saferathome;0.0;0.0;1.0;0.00017239031235400697
176;sickoutnyu;0.0;0.0;1.0;0.00017239031235400697
177;stopthespread;0.0;0.0;1.0;0.00017239031235400697
178;essentialbutexclude;0.0;0.0;1.0;0.00017239031235400697
179;ourlivesovertheirprofit;0.0;0.0;1.0;0.00017239031235400697
180;healthworkersdefendnc;0.0;0.0;1.0;0.00017239031235400697
181;protectallworkers;0.0;0.0;1.0;0.00017239031235400697
182;frontlineworker;0.0;0.0;1.0;0.00017239031235400697
183;helpnotdeath;0.0;0.0;1.0;0.00017239031235400697
184;sandersonfarmscovid;0.0;0.0;1.0;0.00017239031235400697
185;capitalismisthepandemic;0.0;0.0;1.0;0.00017239031235400697
186;cuomoscovidcrisis;0.0;0.0;1.0;0.00017239031235400697
187;covidiot;0.0;0.0;1.0;0.00017239031235400697
188;hydroxychloroquine;0.0;0.0;1.0;0.00017239031235400697
Total;crisissickdontbargainwithourlivenursestay_safetestingtransit_workerrisk_lifecoronasymptomfrontlineepidemicstay_homesave_lifeantidotevaccinevirusreopencovidpandemiccoronaviruscovid_crisisppesocial_distancingresponse_covidessential_workerrighttorecoveryglobal_pandemiccoronavirus_pandemicoutbreakhealthylafrontline_workertest_positivecovid_bulletinmiddle_pandemiccovid_outbreakwear_maskhand_sanitizeremergency_guaranteeendcovidsanctionlockdownprotective_equipmentnon_essentialsocially_distancecoronaviruspandemicessentialworkessentialworkerimmunocompromisenocovidcapitalismcoronaviruscapitalismcutcovidnotcunypandemistayhomeimmunenobigoilbailoutepidemiologiststayathomesanitizecovcoronavcuomoscovidcovipneumoniasanitizerinfluenzaantiviralquarantininghandwashingrehabilitationhygienicpandecoronavirusoutbreaknonessentialsocialdistancedecarceratecovidessentialworkersdaycoronaoutbreakcoronavirusupdatepandemcoronavisocialistdistancingnyumakesussicksymptomaticcoronoviruspostponetheprimarieflattenthecurvecoronacrisisnotdyingforwallstreetpositive_covidnyucanafforditppeoverprofitiamessentialprotectessentialworkerimmunocompromisedendcovidcanceleverythecoronavirushutdownmassdieforthedowlvdsafightsbackendcovidsanctionswhichsideareyouonrespiratorcoronaviruscrisisimmigrantsareessentialcoronastrikestrikeforourliveimmunizationcoronapocalypsepandemiacoronapandemiccoughingimmunosuppressequarantinedstaysafestayhomennjcoronanewscoronaaidflprisonscovidmicovidwearetheshutdownessentialworkejustcovidresponseessentialnotexpendablecovidcrisisunessentialchornicallyimmunocompcoronavirusillinoisdisinfectedcoroncoronapandemimmunocomprimisecoronavircoronapocolypseflatteningthecurveworkfromhomedisinfectioncoronavirusoutbreakindiacaronavirusoutbreaknonessentiafuckcovidstaythefhomemarylandcoronavirussocialdistancingcoronoavirusquarantineandchillepidemiepidemiologystlcovidaidunsanitizedendcovidsanctiosanctionskicovidactnowsocialdistanacquaranepdimolgistcovidiencoronaviruslockdownprisonpandemicucsfmaskdrivepandemicincovidrelieffightcovidnotvenezuelaquarantinelivestreamhealthyathomecvillecovidcarefrotnlinemycovidstoryphysicaldistancesaferathometogetherwernotdisposablequarantstreammkemutualaidcovidlockdownextensioncoronabuxsaferathomesickoutnyustopthespreadessentialbutexcludeourlivesovertheirprofithealthworkersdefendncprotectallworkersfrontlineworkerhelpnotdeathsandersonfarmscovidcapitalismisthepandemiccuomoscovidcrisiscovidiothydroxychloroquine;263.0;0.17242735759991604;10441.0;1.7999272512881912
